recharge_id,date,heure,user_id,numero_compteur,zone_id,region,type_compteur,montant_brut,redevance,taxe_communale,montant_net,kwh_obtenus,cumul_mois_avant,tranche_finale,economie_baisse,canal_paiement,statut
13888,2026-02-12,12:36,6428,SN09602571,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,88.81,1,108.32,Orange Money,succes
13889,2026-01-26,13:53,6429,SN09413988,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
13890,2026-01-26,16:37,6430,SN05251737,5,Thiès,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
13891,2026-02-01,18:36,6430,SN05251737,5,Thiès,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Wave,succes
13892,2026-01-26,10:00,6431,SN13359176,13,Kaolack,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
13893,2026-02-01,18:47,6431,SN13359176,13,Kaolack,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Wave,succes
13894,2026-01-26,19:58,6432,SN19946814,19,Ziguinchor,PPP,5000,0,125.0,4875.0,33.07,0.0,1,541.69,Orange Money,succes
13895,2026-02-01,14:21,6432,SN19946814,19,Ziguinchor,PPP,5000,429,125.0,4446.0,30.16,0.0,1,494.02,Wave,succes
13896,2026-01-26,17:07,6433,SN07627240,7,Thiès,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
13897,2026-01-26,18:01,6434,SN05824482,5,Thiès,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
13898,2026-01-26,10:43,6435,SN13147134,13,Kaolack,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
13899,2026-02-01,10:12,6435,SN13147134,13,Kaolack,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
13900,2026-01-26,19:18,6436,SN03552971,3,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
13901,2026-01-26,15:27,6437,SN09297956,9,Diourbel,PPP,2000,0,50.0,1950.0,13.23,0.0,1,216.71,Orange Money,succes
13902,2026-01-26,11:27,6438,SN09984063,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
13903,2026-02-01,15:24,6438,SN09984063,9,Diourbel,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Wave,succes
13904,2026-01-26,09:52,6439,SN02260211,2,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
13905,2026-01-26,14:26,6440,SN02904778,2,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Wave,succes
13906,2026-01-26,13:46,6441,SN09785954,9,Diourbel,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
13907,2026-02-01,15:48,6441,SN09785954,9,Diourbel,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
13908,2026-01-26,10:37,6442,SN02979024,2,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
13909,2026-02-01,10:27,6442,SN02979024,2,Dakar,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Wave,succes
13910,2026-02-20,16:46,6442,SN02979024,2,Dakar,DPP,1000,0,25.0,975.0,8.21,147.33,2,0.0,Wave,succes
13911,2026-01-26,18:33,6443,SN02263893,2,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
13912,2026-02-01,08:04,6443,SN02263893,2,Dakar,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Free Money,succes
13913,2026-01-26,20:06,6444,SN05317598,5,Thiès,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
13914,2026-02-01,17:30,6444,SN05317598,5,Thiès,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
13915,2026-01-26,17:44,6445,SN03830912,3,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
13916,2026-02-01,17:22,6445,SN03830912,3,Dakar,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
13917,2026-01-26,20:17,6446,SN06955393,6,Thiès,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
13918,2026-02-01,13:15,6446,SN06955393,6,Thiès,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
13919,2026-01-26,13:49,6447,SN05839199,5,Thiès,PPP,5000,0,125.0,4875.0,33.07,0.0,1,541.69,Wave,succes
13920,2026-02-01,09:01,6447,SN05839199,5,Thiès,PPP,9500,429,500.0,19071.0,111.63,0.0,2,0.0,Orange Money,succes
13921,2026-02-13,16:02,6447,SN05839199,5,Thiès,PPP,5000,0,125.0,4875.0,25.68,226.26,2,0.0,Orange Money,succes
13922,2026-02-04,18:03,6447,SN05839199,5,Thiès,PPP,9500,429,250.0,9321.0,49.1,56.03,2,0.0,Orange Money,succes
13923,2026-01-26,12:58,6448,SN08494607,8,Diourbel,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
13924,2026-01-26,18:51,6449,SN10566060,10,Diourbel,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
13925,2026-02-01,18:16,6449,SN10566060,10,Diourbel,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
13926,2026-01-27,16:59,6449,SN10566060,10,Diourbel,DPP,1000,0,25.0,975.0,11.89,6.26,1,108.32,Orange Money,succes
13927,2026-01-26,12:42,6450,SN10831955,10,Diourbel,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
13928,2026-01-26,20:15,6451,SN10224940,10,Diourbel,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Free Money,succes
13929,2026-01-26,18:48,6452,SN19890052,19,Ziguinchor,PPP,1000,0,25.0,975.0,6.61,0.0,1,108.27,Orange Money,succes
13930,2026-01-26,11:13,6453,SN09307045,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
13931,2026-01-26,16:49,6454,SN08539472,8,Diourbel,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
13932,2026-02-01,20:08,6454,SN08539472,8,Diourbel,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
13933,2026-02-09,10:33,6454,SN08539472,8,Diourbel,DPP,5000,0,125.0,4875.0,59.45,45.24,1,541.59,Orange Money,succes
13934,2026-01-26,08:27,6455,SN10184611,10,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
13935,2026-02-01,19:25,6455,SN10184611,10,Diourbel,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
13936,2026-02-20,08:35,6455,SN10184611,10,Diourbel,DPP,1000,0,25.0,975.0,11.89,87.05,1,108.32,Orange Money,succes
13937,2026-02-04,19:54,6455,SN10184611,10,Diourbel,DPP,9500,429,375.0,14196.0,112.95500000000001,13.45,2,0.0,Wave,succes
13938,2026-01-26,16:19,6456,SN04747385,4,Dakar,PPP,1000,0,25.0,975.0,6.61,0.0,1,108.27,Wave,succes
13939,2026-02-01,10:56,6456,SN04747385,4,Dakar,PPP,9500,429,250.0,9321.0,60.27,0.0,2,0.0,Free Money,succes
13940,2026-02-10,19:13,6456,SN04747385,4,Dakar,PPP,5000,0,125.0,4875.0,25.68,106.85,2,0.0,Orange Money,succes
13941,2026-01-26,09:08,6457,SN04860084,4,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
13942,2026-02-01,20:39,6457,SN04860084,4,Dakar,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Free Money,succes
13943,2026-02-14,10:41,6457,SN04860084,4,Dakar,DPP,1000,0,25.0,975.0,11.89,79.72,1,108.32,Wave,succes
13944,2026-01-26,08:09,6458,SN09494833,9,Diourbel,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
13945,2026-01-26,18:02,6459,SN02300501,2,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
13946,2026-02-01,10:23,6459,SN02300501,2,Dakar,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Wave,succes
13947,2026-01-26,16:40,6460,SN03930462,3,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
13948,2026-02-01,15:05,6460,SN03930462,3,Dakar,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
13949,2026-01-26,13:27,6461,SN01100323,1,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Free Money,succes
13950,2026-02-01,13:08,6461,SN01100323,1,Dakar,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Wave,succes
13951,2026-01-26,17:25,6462,SN09264322,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
13952,2026-02-01,20:58,6462,SN09264322,9,Diourbel,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Wave,succes
13953,2026-02-23,15:56,6462,SN09264322,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,116.65,1,108.32,Orange Money,succes
13954,2026-02-16,15:15,6462,SN09264322,9,Diourbel,DPP,5000,0,125.0,4875.0,59.45,81.2,1,541.59,Orange Money,succes
13955,2026-01-26,08:58,6463,SN13771388,13,Kaolack,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
13956,2026-01-26,17:29,6464,SN13830810,13,Kaolack,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
13957,2026-01-26,19:43,6465,SN09354996,9,Diourbel,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
13958,2026-02-01,15:09,6465,SN09354996,9,Diourbel,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Wave,succes
13959,2026-02-02,09:37,6465,SN09354996,9,Diourbel,DPP,9500,429,250.0,9321.0,112.95500000000001,6.14,1,1035.53,Orange Money,succes
13960,2026-01-26,17:59,6466,SN11328876,11,Saint-Louis,PPP,3000,0,75.0,2925.0,19.84,0.0,1,324.98,Orange Money,succes
13961,2026-02-01,08:49,6466,SN11328876,11,Saint-Louis,PPP,9500,429,500.0,19071.0,111.63,0.0,2,0.0,Wave,succes
13962,2026-02-08,11:29,6466,SN11328876,11,Saint-Louis,PPP,3000,0,75.0,2925.0,15.41,162.77,2,0.0,Orange Money,succes
13963,2026-01-26,09:50,6467,SN09877744,9,Diourbel,PPP,3000,0,75.0,2925.0,19.84,0.0,1,324.98,Orange Money,succes
13964,2026-01-26,18:23,6468,SN08722447,8,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
13965,2026-01-26,12:25,6469,SN09890335,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
13966,2026-02-01,16:50,6469,SN09890335,9,Diourbel,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Wave,succes
13967,2026-02-18,18:51,6469,SN09890335,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,88.98,1,324.95,Wave,succes
13968,2026-01-26,18:50,6470,SN09383244,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
13969,2026-02-01,17:53,6470,SN09383244,9,Diourbel,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Wave,succes
13970,2026-02-15,19:20,6470,SN09383244,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,108.95,1,108.32,Orange Money,succes
13971,2026-02-19,09:48,6470,SN09383244,9,Diourbel,DPP,5000,0,125.0,4875.0,40.12,138.96,2,0.0,Orange Money,succes
13972,2026-01-26,11:20,6471,SN05592874,5,Thiès,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
13973,2026-02-01,16:33,6471,SN05592874,5,Thiès,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Free Money,succes
13974,2026-01-26,13:44,6472,SN19640964,19,Ziguinchor,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
13975,2026-02-01,20:58,6472,SN19640964,19,Ziguinchor,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
13976,2026-01-26,15:07,6473,SN06870374,6,Thiès,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
13977,2026-02-01,10:27,6473,SN06870374,6,Thiès,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
13978,2026-02-19,20:14,6473,SN06870374,6,Thiès,DPP,5000,0,125.0,4875.0,53.44,105.6,2,0.0,Orange Money,succes
13979,2026-01-26,10:24,6474,SN05589136,5,Thiès,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
13980,2026-01-26,19:57,6475,SN05857165,5,Thiès,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
13981,2026-01-26,17:47,6476,SN09182729,9,Diourbel,PPP,2000,0,50.0,1950.0,13.23,0.0,1,216.71,Wave,succes
13982,2026-01-26,11:13,6477,SN05680312,5,Thiès,PPP,2000,0,50.0,1950.0,13.23,0.0,1,216.71,Free Money,succes
13983,2026-02-01,15:03,6477,SN05680312,5,Thiès,PPP,9500,429,375.0,14196.0,85.95,0.0,2,0.0,Orange Money,succes
13984,2026-01-26,10:12,6478,SN12781562,12,Saint-Louis,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
13985,2026-02-01,14:42,6478,SN12781562,12,Saint-Louis,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Wave,succes
13986,2026-01-26,11:56,6479,SN17826270,17,Kolda,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Orange Money,succes
13987,2026-01-26,09:31,6480,SN01667030,1,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
13988,2026-02-01,19:45,6480,SN01667030,1,Dakar,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
13989,2026-02-13,17:21,6480,SN01667030,1,Dakar,DPP,3000,0,75.0,2925.0,35.67,84.07,1,324.95,Orange Money,succes
13990,2026-01-26,19:13,6481,SN13243467,13,Kaolack,PPP,2000,0,50.0,1950.0,13.23,0.0,1,216.71,Free Money,succes
13991,2026-02-01,11:43,6481,SN13243467,13,Kaolack,PPP,9500,429,250.0,9321.0,60.27,0.0,2,0.0,Orange Money,succes
13992,2026-02-22,14:44,6481,SN13243467,13,Kaolack,PPP,2000,0,50.0,1950.0,10.27,433.13,2,0.0,Orange Money,succes
13993,2026-02-08,19:22,6481,SN13243467,13,Kaolack,PPP,1000,0,25.0,975.0,5.14,141.48,2,0.0,Orange Money,succes
13994,2026-01-31,13:21,6481,SN13243467,13,Kaolack,PPP,3000,0,75.0,2925.0,15.41,100.42,2,0.0,Orange Money,succes
13995,2026-02-12,20:00,6481,SN13243467,13,Kaolack,PPP,3000,0,75.0,2925.0,15.41,224.2,2,0.0,Orange Money,succes
13996,2026-01-26,16:23,6482,SN04109203,4,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
13997,2026-01-26,11:20,6483,SN21230308,21,Kaffrine,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Wave,succes
13998,2026-02-01,19:43,6483,SN21230308,21,Kaffrine,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Agence Senelec,succes
13999,2026-01-26,17:05,6484,SN23389797,23,Sédhiou,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
14000,2026-02-01,14:46,6484,SN23389797,23,Sédhiou,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Wave,succes
14001,2026-01-26,12:33,6485,SN21657846,21,Kaffrine,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
14002,2026-02-01,16:01,6485,SN21657846,21,Kaffrine,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Agence Senelec,succes
14003,2026-02-06,08:07,6485,SN21657846,21,Kaffrine,DPP,5000,0,125.0,4875.0,59.45,26.21,1,541.59,Wave,succes
14004,2026-01-26,08:13,6486,SN03776293,3,Dakar,PPP,2000,0,50.0,1950.0,13.23,0.0,1,216.71,Wave,succes
14005,2026-01-26,17:24,6487,SN02328255,2,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Free Money,succes
14006,2026-02-01,16:45,6487,SN02328255,2,Dakar,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
14007,2026-01-26,12:19,6488,SN01695304,1,Dakar,PPP,1000,0,25.0,975.0,6.61,0.0,1,108.27,Orange Money,succes
14008,2026-02-01,17:43,6488,SN01695304,1,Dakar,PPP,9500,429,500.0,19071.0,111.63,0.0,2,0.0,Orange Money,succes
14009,2026-02-06,08:19,6488,SN01695304,1,Dakar,PPP,3000,0,75.0,2925.0,15.41,92.84,2,0.0,Wave,succes
14010,2026-02-02,20:55,6488,SN01695304,1,Dakar,PPP,9500,429,375.0,14196.0,81.3,20.82,2,0.0,Orange Money,succes
14011,2026-01-26,11:26,6489,SN21744176,21,Kaffrine,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Free Money,succes
14012,2026-01-26,15:58,6490,SN06632201,6,Thiès,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
14013,2026-01-26,18:51,6491,SN02609210,2,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
14014,2026-02-01,13:14,6491,SN02609210,2,Dakar,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Wave,succes
14015,2026-02-23,10:41,6491,SN02609210,2,Dakar,DPP,5000,0,125.0,4875.0,35.72,173.59,2,0.0,Agence Senelec,succes
14016,2026-02-20,13:36,6491,SN02609210,2,Dakar,DPP,3000,0,75.0,2925.0,22.26,147.92,2,0.0,Wave,succes
14017,2026-02-18,15:36,6491,SN02609210,2,Dakar,DPP,2000,0,50.0,1950.0,21.58,131.74,2,0.0,Orange Money,succes
14018,2026-01-26,10:51,6492,SN02383757,2,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
14019,2026-02-01,14:06,6492,SN02383757,2,Dakar,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
14020,2026-02-17,17:14,6492,SN02383757,2,Dakar,DPP,1000,0,25.0,975.0,11.89,79.86,1,108.32,Wave,succes
14021,2026-01-26,15:56,6493,SN04481665,4,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
14022,2026-02-01,08:48,6493,SN04481665,4,Dakar,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Wave,succes
14023,2026-01-26,11:05,6494,SN04581242,4,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
14024,2026-02-01,18:14,6494,SN04581242,4,Dakar,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Wave,succes
14025,2026-02-10,20:55,6494,SN04581242,4,Dakar,DPP,2000,0,50.0,1950.0,23.78,48.65,1,216.64,Wave,succes
14026,2026-01-26,19:32,6495,SN18952652,18,Tambacounda,PPP,3000,0,75.0,2925.0,19.84,0.0,1,324.98,Wave,succes
14027,2026-02-01,12:15,6495,SN18952652,18,Tambacounda,PPP,9500,429,500.0,19071.0,111.63,0.0,2,0.0,Orange Money,succes
14028,2026-02-21,13:07,6495,SN18952652,18,Tambacounda,PPP,3000,0,75.0,2925.0,15.41,292.81,2,0.0,Orange Money,succes
14029,2026-02-24,12:16,6495,SN18952652,18,Tambacounda,PPP,3000,0,75.0,2925.0,15.41,339.26,2,0.0,Wave,succes
14030,2026-01-26,18:51,6496,SN09173558,9,Diourbel,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Free Money,succes
14031,2026-02-01,08:14,6496,SN09173558,9,Diourbel,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
14032,2026-02-10,16:55,6496,SN09173558,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,55.71,1,108.32,Wave,succes
14033,2026-02-16,20:33,6496,SN09173558,9,Diourbel,DPP,1000,0,25.0,975.0,11.89,91.07,1,108.32,Wave,succes
14034,2026-01-26,09:17,6497,SN12871975,12,Saint-Louis,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Wave,succes
14035,2026-02-01,08:36,6497,SN12871975,12,Saint-Louis,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
14036,2026-01-26,20:14,6498,SN05888801,5,Thiès,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Wave,succes
14037,2026-02-01,13:56,6498,SN05888801,5,Thiès,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Wave,succes
14038,2026-02-24,17:29,6498,SN05888801,5,Thiès,DPP,3000,0,75.0,2925.0,33.06,120.88,2,0.0,Wave,succes
14039,2026-01-26,16:12,6499,SN16332401,16,Fatick,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Wave,succes
14040,2026-02-01,19:55,6499,SN16332401,16,Fatick,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
14041,2026-01-26,14:45,6500,SN09828471,9,Diourbel,PPP,3000,0,75.0,2925.0,19.84,0.0,1,324.98,Orange Money,succes
14042,2026-02-01,11:28,6500,SN09828471,9,Diourbel,PPP,5000,429,125.0,4446.0,30.16,0.0,1,494.02,Orange Money,succes
14043,2026-02-07,10:11,6500,SN09828471,9,Diourbel,PPP,1000,0,25.0,975.0,5.14,79.05,2,0.0,Orange Money,succes
14044,2026-02-21,18:52,6500,SN09828471,9,Diourbel,PPP,5000,0,125.0,4875.0,25.68,271.65,2,0.0,Wave,succes
14045,2026-01-26,10:30,6501,SN03405516,3,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
14046,2026-01-26,16:54,6502,SN01141226,1,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
14047,2026-02-01,19:34,6502,SN01141226,1,Dakar,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
14048,2026-02-19,08:49,6502,SN01141226,1,Dakar,DPP,3000,0,75.0,2925.0,35.67,85.85,1,324.95,Orange Money,succes
14049,2026-01-26,14:56,6503,SN04620270,4,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
14050,2026-01-26,17:25,6504,SN13253167,13,Kaolack,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
14051,2026-02-01,14:44,6504,SN13253167,13,Kaolack,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Wave,succes
14052,2026-01-26,12:24,6505,SN04503544,4,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
14053,2026-01-26,16:33,6506,SN03878352,3,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
14054,2026-01-26,19:30,6507,SN02648577,2,Dakar,PPP,5000,0,125.0,4875.0,33.07,0.0,1,541.69,Wave,succes
14055,2026-01-26,08:10,6508,SN01562093,1,Dakar,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Free Money,succes
14056,2026-01-26,16:40,6509,SN03533411,3,Dakar,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
14057,2026-02-01,20:18,6509,SN03533411,3,Dakar,DPP,9500,429,375.0,14196.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
14058,2026-01-29,14:55,6509,SN03533411,3,Dakar,DPP,3000,0,75.0,2925.0,35.67,20.43,1,324.95,Orange Money,succes
14059,2026-02-24,11:40,6509,SN03533411,3,Dakar,DPP,1000,0,25.0,975.0,7.14,165.66,2,0.0,Wave,succes
14060,2026-01-26,13:26,6510,SN14795491,14,Kaolack,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
14061,2026-02-01,16:18,6510,SN14795491,14,Kaolack,DPP,5000,429,125.0,4446.0,54.22,0.0,1,493.94,Orange Money,succes
14062,2026-01-26,18:28,6511,SN08643070,8,Diourbel,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
14063,2026-01-26,12:27,6512,SN19204743,19,Ziguinchor,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Wave,succes
14064,2026-02-01,17:32,6512,SN19204743,19,Ziguinchor,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
14065,2026-01-26,10:16,6513,SN11843712,11,Saint-Louis,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Orange Money,succes
14066,2026-02-01,11:50,6513,SN11843712,11,Saint-Louis,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
14067,2026-01-26,19:15,6514,SN01868207,1,Dakar,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
14068,2026-01-26,18:04,6515,SN19632166,19,Ziguinchor,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Agence Senelec,succes
14069,2026-02-01,19:57,6515,SN19632166,19,Ziguinchor,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Orange Money,succes
14070,2026-02-13,11:31,6515,SN19632166,19,Ziguinchor,DPP,2000,0,50.0,1950.0,23.78,83.53,1,216.64,Orange Money,succes
14071,2026-01-26,17:05,6516,SN07492055,7,Thiès,DPP,2000,0,50.0,1950.0,23.78,0.0,1,216.64,Wave,succes
14072,2026-02-01,16:20,6516,SN07492055,7,Thiès,DPP,9500,429,250.0,9321.0,112.95500000000001,0.0,1,1035.53,Free Money,succes
14073,2026-01-26,14:18,6517,SN18689616,18,Tambacounda,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
14074,2026-01-26,19:21,6518,SN17803921,17,Kolda,DPP,1000,0,25.0,975.0,11.89,0.0,1,108.32,Wave,succes
14075,2026-01-26,14:48,6519,SN03799066,3,Dakar,DPP,5000,0,125.0,4875.0,59.45,0.0,1,541.59,Orange Money,succes
14076,2026-01-26,20:25,6520,SN11935629,11,Saint-Louis,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Orange Money,succes
14077,2026-02-01,10:17,6520,SN11935629,11,Saint-Louis,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Orange Money,succes
14078,2026-01-26,20:36,6521,SN09404477,9,Diourbel,DPP,3000,0,75.0,2925.0,35.67,0.0,1,324.95,Free Money,succes
14079,2026-02-01,19:19,6521,SN09404477,9,Diourbel,DPP,9500,429,500.0,19071.0,112.95500000000001,0.0,2,0.0,Wave,succes
14080,2026-02-04,13:02,6521,SN09404477,9,Diourbel,DPP,9500,429,500.0,19071.0,112.95500000000001,16.83,2,0.0,Orange Money,succes
